id_nilai,id_krs,nilai_angka,nilai_huruf,bobot_nilai,ip_semester,ipk_kumulatif,tgl_input
471,471,75.16,B+,3.3,3.43,2.98,2026-05-26
472,472,50.68,D,1.0,2.94,2.9,2026-05-26
473,473,48.36,D,1.0,2.62,2.83,2026-05-26
474,474,83.15,A-,3.7,2.77,2.86,2026-05-26
475,475,66.88,B-,2.7,2.7,2.86,2026-05-26
476,476,63.45,C+,2.3,2.5,2.84,2026-05-26
477,477,66.47,B-,2.7,2.57,2.83,2026-05-26
478,478,78.89,B+,3.3,2.75,2.85,2026-05-26
479,479,60.25,C+,2.3,2.6,2.81,2026-05-26
480,480,82.56,A-,3.7,2.76,2.84,2026-05-26
481,481,80.86,A-,3.7,2.88,2.86,2026-05-26
482,482,68.23,B-,2.7,2.7,2.7,2026-05-26
483,483,94.0,A,4.0,3.35,3.35,2026-05-26
484,484,68.15,B-,2.7,3.13,3.13,2026-05-26
485,485,70.79,B,3.0,3.1,3.1,2026-05-26
486,486,70.79,B,3.0,3.09,3.09,2026-05-26
487,487,62.89,C+,2.3,2.3,2.99,2026-05-26
488,488,66.99,B-,2.7,2.54,2.94,2026-05-26
489,489,99.41,A,4.0,3.09,3.09,2026-05-26
490,490,67.1,B-,2.7,3.01,3.05,2026-05-26
491,491,55.83,C,2.0,2.78,2.94,2026-05-26
492,492,73.35,B,3.0,3.0,2.94,2026-05-26
493,493,81.51,A-,3.7,3.4,3.03,2026-05-26
494,494,81.13,A-,3.7,3.49,3.09,2026-05-26
495,495,53.17,D,1.0,2.92,2.93,2026-05-26
496,496,66.57,B-,2.7,2.89,2.92,2026-05-26
497,497,72.3,B,3.0,3.0,3.0,2026-05-26
498,498,80.93,A-,3.7,3.35,3.35,2026-05-26
499,499,62.35,C+,2.3,3.0,3.0,2026-05-26
500,500,95.84,A,4.0,3.25,3.25,2026-05-26
501,501,70.59,B,3.0,3.2,3.2,2026-05-26
502,502,81.35,A-,3.7,3.28,3.28,2026-05-26
503,503,78.76,B+,3.3,3.3,3.29,2026-05-26
504,504,73.11,B,3.0,3.15,3.25,2026-05-26
505,505,76.58,B+,3.3,3.2,3.26,2026-05-26
506,506,75.38,B+,3.3,3.22,3.26,2026-05-26
507,507,65.07,B-,2.7,3.12,3.21,2026-05-26
508,508,77.43,B+,3.3,3.3,3.22,2026-05-26
509,509,91.83,A,4.0,3.65,3.28,2026-05-26
510,510,87.63,A,4.0,3.77,3.33,2026-05-26
511,511,56.42,C,2.0,3.32,3.24,2026-05-26
512,512,76.74,B+,3.3,3.32,3.24,2026-05-26
513,513,82.1,A-,3.7,3.7,3.27,2026-05-26
514,514,65.16,B-,2.7,3.2,3.24,2026-05-26
515,515,55.02,C,2.0,2.8,3.17,2026-05-26
516,516,80.95,A-,3.7,3.03,3.2,2026-05-26
517,517,88.51,A,4.0,3.22,3.24,2026-05-26
518,518,70.19,B,3.0,3.0,3.23,2026-05-26
519,519,70.26,B,3.0,3.0,3.22,2026-05-26
520,520,73.74,B,3.0,3.0,3.21,2026-05-26
521,521,70.66,B,3.0,3.0,3.2,2026-05-26
522,522,71.5,B,3.0,3.0,3.19,2026-05-26
523,523,73.04,B,3.0,3.0,3.18,2026-05-26
524,524,67.32,B-,2.7,2.7,3.17,2026-05-26
525,525,80.41,A-,3.7,3.2,3.18,2026-05-26
526,526,62.28,C+,2.3,2.9,3.15,2026-05-26
527,527,55.43,C,2.0,2.68,3.12,2026-05-26
528,528,68.11,B-,2.7,2.68,3.11,2026-05-26
529,529,73.84,B,3.0,2.73,3.1,2026-05-26
530,530,70.09,B,3.0,2.77,3.1,2026-05-26
531,531,88.24,A,4.0,4.0,4.0,2026-05-26
532,532,71.3,B,3.0,3.5,3.5,2026-05-26
533,533,57.08,C,2.0,3.0,3.0,2026-05-26
534,534,63.59,C+,2.3,2.82,2.82,2026-05-26
535,535,39.7,E,0.0,2.26,2.26,2026-05-26
536,536,97.07,A,4.0,2.55,2.55,2026-05-26
537,537,70.37,B,3.0,3.0,2.61,2026-05-26
538,538,81.63,A-,3.7,3.4,2.79,2026-05-26
539,539,92.23,A,4.0,3.58,2.92,2026-05-26
540,540,72.74,B,3.0,3.45,2.93,2026-05-26
541,541,66.25,B-,2.7,3.31,2.91,2026-05-26
542,542,93.81,A,4.0,4.0,2.99,2026-05-26
543,543,83.6,A-,3.7,3.85,3.05,2026-05-26
544,544,75.89,B+,3.3,3.67,3.07,2026-05-26
545,545,76.56,B+,3.3,3.6,3.08,2026-05-26
546,546,5.14,E,0.0,2.83,2.88,2026-05-26
547,547,80.32,A-,3.7,2.94,2.92,2026-05-26
548,548,77.45,B+,3.3,3.3,2.94,2026-05-26
549,549,82.43,A-,3.7,3.53,2.99,2026-05-26
550,550,78.09,B+,3.3,3.46,3.01,2026-05-26
551,551,50.78,D,1.0,2.89,2.91,2026-05-26
552,552,65.88,B-,2.7,2.87,2.9,2026-05-26
553,553,95.71,A,4.0,4.0,2.94,2026-05-26
554,554,68.05,B-,2.7,3.22,2.93,2026-05-26
555,555,71.38,B,3.0,3.14,2.93,2026-05-26
556,556,68.3,B-,2.7,3.02,2.92,2026-05-26
557,557,24.88,E,0.0,2.55,2.85,2026-05-26
558,558,99.05,A,4.0,2.89,2.9,2026-05-26
559,559,58.82,C,2.0,2.0,2.87,2026-05-26
560,560,70.68,B,3.0,2.4,2.87,2026-05-26
561,561,93.17,A,4.0,3.0,2.91,2026-05-26
562,562,97.74,A,4.0,3.27,2.95,2026-05-26
563,563,87.45,A,4.0,3.38,2.97,2026-05-26
564,564,81.69,A-,3.7,3.44,2.99,2026-05-26
565,565,77.18,B+,3.3,3.42,3.0,2026-05-26
566,566,80.2,A-,3.7,3.7,3.7,2026-05-26
567,567,80.56,A-,3.7,3.7,3.7,2026-05-26
568,568,78.89,B+,3.3,3.55,3.55,2026-05-26
569,569,83.98,A-,3.7,3.59,3.59,2026-05-26
570,570,81.0,A-,3.7,3.61,3.61,2026-05-26
571,571,75.43,B+,3.3,3.56,3.56,2026-05-26
572,572,55.3,C,2.0,2.0,3.33,2026-05-26
573,573,63.58,C+,2.3,2.15,3.19,2026-05-26
574,574,60.41,C+,2.3,2.2,3.09,2026-05-26
575,575,78.89,B+,3.3,2.47,3.11,2026-05-26
576,576,77.94,B+,3.3,2.64,3.13,2026-05-26
577,577,60.93,C+,2.3,2.3,3.08,2026-05-26
578,578,63.39,C+,2.3,2.3,3.02,2026-05-26
579,579,71.27,B,3.0,2.56,3.02,2026-05-26
580,580,83.0,A-,3.7,2.87,3.06,2026-05-26
581,581,77.81,B+,3.3,2.96,3.08,2026-05-26
582,582,78.71,B+,3.3,3.02,3.09,2026-05-26
583,583,57.07,C,2.0,2.0,3.03,2026-05-26
584,584,60.06,C+,2.3,2.15,2.99,2026-05-26
585,585,80.57,A-,3.7,2.67,3.03,2026-05-26
586,586,94.44,A,4.0,3.0,3.07,2026-05-26
587,587,90.9,A,4.0,3.2,3.12,2026-05-26
588,588,75.6,B+,3.3,3.3,3.13,2026-05-26
589,589,73.75,B,3.0,3.15,3.12,2026-05-26
590,590,93.52,A,4.0,3.36,3.14,2026-05-26
591,591,50.02,D,1.0,2.72,3.06,2026-05-26
592,592,82.49,A-,3.7,2.93,3.08,2026-05-26
593,593,68.47,B-,2.7,2.89,3.07,2026-05-26
594,594,55.15,C,2.0,2.79,3.04,2026-05-26
595,595,50.38,D,1.0,1.0,1.0,2026-05-26
596,596,50.84,D,1.0,1.0,1.0,2026-05-26
597,597,82.94,A-,3.7,1.9,1.9,2026-05-26
598,598,72.59,B,3.0,2.18,2.18,2026-05-26
599,599,77.18,B+,3.3,2.4,2.4,2026-05-26
600,600,55.94,C,2.0,2.0,2.33,2026-05-26
601,601,76.91,B+,3.3,2.52,2.43,2026-05-26
602,602,94.23,A,4.0,3.08,2.63,2026-05-26
603,603,68.85,B-,2.7,2.97,2.64,2026-05-26
604,604,77.13,B+,3.3,3.04,2.71,2026-05-26
605,605,94.35,A,4.0,3.33,2.93,2026-05-26
606,606,99.91,A,4.0,4.0,2.99,2026-05-26
607,607,82.1,A-,3.7,3.78,3.09,2026-05-26
608,608,73.17,B,3.0,3.56,3.08,2026-05-26
609,609,73.53,B,3.0,3.44,3.08,2026-05-26
610,610,77.48,B+,3.3,3.42,3.09,2026-05-26
611,611,95.1,A,4.0,3.5,3.14,2026-05-26
612,612,77.09,B+,3.3,3.3,3.3,2026-05-26
613,613,70.56,B,3.0,3.15,3.15,2026-05-26
614,614,77.55,B+,3.3,3.2,3.2,2026-05-26
615,615,62.96,C+,2.3,2.97,2.97,2026-05-26
616,616,58.32,C,2.0,2.73,2.73,2026-05-26
617,617,68.61,B-,2.7,2.73,2.73,2026-05-26
618,618,78.05,B+,3.3,3.3,2.8,2026-05-26
619,619,83.78,A-,3.7,3.5,2.91,2026-05-26
620,620,7.56,E,0.0,2.1,2.51,2026-05-26
621,621,55.89,C,2.0,2.08,2.46,2026-05-26
622,622,56.48,C,2.0,2.06,2.42,2026-05-26
623,623,82.84,A-,3.7,2.51,2.61,2026-05-26
624,624,94.69,A,4.0,2.63,2.67,2026-05-26
625,625,61.15,C+,2.3,2.3,2.63,2026-05-26
626,626,89.6,A,4.0,2.87,2.71,2026-05-26
627,627,58.58,C,2.0,2.65,2.67,2026-05-26
628,628,97.49,A,4.0,2.99,2.76,2026-05-26
629,629,70.19,B,3.0,2.99,2.77,2026-05-26
630,630,66.08,B-,2.7,2.95,2.77,2026-05-26
631,631,55.84,C,2.0,2.84,2.73,2026-05-26
632,632,75.87,B+,3.3,3.3,2.76,2026-05-26
633,633,65.86,B-,2.7,2.96,2.75,2026-05-26
634,634,63.8,C+,2.3,2.65,2.72,2026-05-26
635,635,56.79,C,2.0,2.53,2.7,2026-05-26
636,636,94.31,A,4.0,2.76,2.74,2026-05-26
637,637,62.57,C+,2.3,2.72,2.73,2026-05-26
638,638,81.53,A-,3.7,3.7,2.79,2026-05-26
639,639,62.09,C+,2.3,3.23,2.78,2026-05-26
640,640,68.34,B-,2.7,3.14,2.77,2026-05-26
641,641,90.41,A,4.0,3.32,2.81,2026-05-26
642,642,68.43,B-,2.7,3.21,2.81,2026-05-26
643,643,52.78,D,1.0,1.0,2.76,2026-05-26
644,644,73.02,B,3.0,2.0,2.76,2026-05-26
645,645,78.45,B+,3.3,2.33,2.77,2026-05-26
646,646,62.04,C+,2.3,2.32,2.76,2026-05-26
647,647,66.36,B-,2.7,2.39,2.76,2026-05-26
648,648,35.05,E,0.0,1.99,2.69,2026-05-26
649,649,53.19,D,1.0,1.0,2.65,2026-05-26
650,650,1.12,E,0.0,0.5,2.59,2026-05-26
651,651,45.39,D,1.0,0.67,2.55,2026-05-26
652,652,70.92,B,3.0,1.6,2.57,2026-05-26
653,653,88.55,A,4.0,2.0,2.6,2026-05-26
654,654,58.47,C,2.0,2.0,2.59,2026-05-26
655,655,71.7,B,3.0,3.0,3.0,2026-05-26
656,656,81.14,A-,3.7,3.35,3.35,2026-05-26
657,657,71.54,B,3.0,3.26,3.26,2026-05-26
658,658,99.45,A,4.0,3.46,3.46,2026-05-26
659,659,77.55,B+,3.3,3.43,3.43,2026-05-26
660,660,63.94,C+,2.3,2.3,3.23,2026-05-26
661,661,83.8,A-,3.7,3.0,3.3,2026-05-26
662,662,83.25,A-,3.7,3.23,3.35,2026-05-26
663,663,65.76,B-,2.7,3.1,3.28,2026-05-26
664,664,80.57,A-,3.7,3.22,3.32,2026-05-26
665,665,70.24,B,3.0,3.18,3.29,2026-05-26
666,666,66.85,B-,2.7,2.7,3.24,2026-05-26
667,667,81.89,A-,3.7,3.37,3.31,2026-05-26
668,668,65.71,B-,2.7,3.2,3.27,2026-05-26
669,669,71.28,B,3.0,3.16,3.25,2026-05-26
670,670,71.94,B,3.0,3.13,3.23,2026-05-26
671,671,58.77,C,2.0,2.97,3.16,2026-05-26
672,672,72.04,B,3.0,2.98,3.16,2026-05-26
673,673,70.73,B,3.0,3.0,3.15,2026-05-26
674,674,70.7,B,3.0,3.0,3.14,2026-05-26
675,675,83.15,A-,3.7,3.23,3.17,2026-05-26
676,676,73.87,B,3.0,3.18,3.16,2026-05-26
677,677,80.62,A-,3.7,3.28,3.18,2026-05-26
678,678,81.65,A-,3.7,3.35,3.2,2026-05-26
679,679,68.2,B-,2.7,3.19,3.16,2026-05-26
680,680,76.45,B+,3.3,3.3,3.3,2026-05-26
681,681,62.16,C+,2.3,2.9,2.9,2026-05-26
682,682,47.4,D,1.0,2.36,2.36,2026-05-26
683,683,66.85,B-,2.7,2.46,2.46,2026-05-26
684,684,81.57,A-,3.7,2.75,2.75,2026-05-26
685,685,71.04,B,3.0,2.79,2.79,2026-05-26
686,686,63.1,C+,2.3,2.72,2.72,2026-05-26
687,687,71.76,B,3.0,3.0,2.74,2026-05-26
688,688,77.67,B+,3.3,3.18,2.81,2026-05-26
689,689,57.88,C,2.0,2.74,2.72,2026-05-26
690,690,68.27,B-,2.7,2.73,2.72,2026-05-26
691,691,53.51,D,1.0,2.36,2.56,2026-05-26
692,692,85.42,A,4.0,2.65,2.68,2026-05-26
693,693,61.59,C+,2.3,2.61,2.66,2026-05-26
694,694,73.24,B,3.0,3.0,2.69,2026-05-26
695,695,73.45,B,3.0,3.0,2.71,2026-05-26
696,696,67.77,B-,2.7,2.9,2.71,2026-05-26
697,697,75.95,B+,3.3,3.0,2.74,2026-05-26
698,698,58.19,C,2.0,2.8,2.7,2026-05-26
699,699,99.67,A,4.0,3.0,2.77,2026-05-26
700,700,73.26,B,3.0,3.0,2.78,2026-05-26
701,701,67.57,B-,2.7,2.7,2.78,2026-05-26
702,702,67.66,B-,2.7,2.7,2.77,2026-05-26
703,703,81.11,A-,3.7,2.95,2.81,2026-05-26
704,704,97.35,A,4.0,3.16,2.86,2026-05-26
705,705,76.88,B+,3.3,3.18,2.88,2026-05-26
706,706,72.43,B,3.0,3.16,2.88,2026-05-26
707,707,77.53,B+,3.3,3.18,2.9,2026-05-26
708,708,72.64,B,3.0,3.0,3.0,2026-05-26
709,709,67.98,B-,2.7,2.82,2.82,2026-05-26
710,710,81.61,A-,3.7,3.15,3.15,2026-05-26
711,711,94.26,A,4.0,3.32,3.32,2026-05-26
712,712,81.37,A-,3.7,3.41,3.41,2026-05-26
713,713,66.73,B-,2.7,2.7,3.31,2026-05-26
714,714,67.64,B-,2.7,2.7,3.24,2026-05-26
715,715,60.41,C+,2.3,2.53,3.1,2026-05-26
716,716,81.14,A-,3.7,3.07,3.24,2026-05-26
717,717,65.56,B-,2.7,3.0,3.18,2026-05-26
718,718,66.31,B-,2.7,2.95,3.14,2026-05-26
719,719,66.5,B-,2.7,2.92,3.1,2026-05-26
720,720,55.26,C,2.0,2.0,3.01,2026-05-26
721,721,62.28,C+,2.3,2.12,2.98,2026-05-26
722,722,62.33,C+,2.3,2.19,2.93,2026-05-26
723,723,76.81,B+,3.3,2.49,2.95,2026-05-26
724,724,78.74,B+,3.3,2.66,2.98,2026-05-26
725,725,52.99,D,1.0,1.0,2.86,2026-05-26
726,726,81.93,A-,3.7,2.08,2.89,2026-05-26
727,727,82.46,A-,3.7,2.54,2.92,2026-05-26
728,728,66.11,B-,2.7,2.59,2.91,2026-05-26
729,729,66.77,B-,2.7,2.62,2.9,2026-05-26
730,730,72.36,B,3.0,2.69,2.9,2026-05-26
731,731,83.44,A-,3.7,2.85,2.94,2026-05-26
732,732,85.88,A,4.0,4.0,2.98,2026-05-26
733,733,73.62,B,3.0,3.6,2.98,2026-05-26
734,734,50.76,D,1.0,2.62,2.91,2026-05-26
735,735,47.77,D,1.0,2.18,2.83,2026-05-26
736,736,72.71,B,3.0,2.36,2.84,2026-05-26
737,737,78.37,B+,3.3,2.52,2.86,2026-05-26
738,738,70.43,B,3.0,2.59,2.86,2026-05-26
739,739,57.06,C,2.0,2.0,2.81,2026-05-26
740,740,98.67,A,4.0,2.67,2.84,2026-05-26
741,741,76.8,B+,3.3,2.82,2.86,2026-05-26
742,742,71.7,B,3.0,2.85,2.86,2026-05-26
743,743,86.46,A,4.0,3.05,2.89,2026-05-26
744,744,82.37,A-,3.7,3.12,2.91,2026-05-26
745,745,70.41,B,3.0,3.0,2.91,2026-05-26
746,746,61.33,C+,2.3,2.58,2.89,2026-05-26
747,747,72.12,B,3.0,2.74,2.9,2026-05-26
748,748,78.2,B+,3.3,2.89,2.91,2026-05-26
749,749,60.1,C+,2.3,2.68,2.88,2026-05-26
750,750,73.44,B,3.0,2.72,2.88,2026-05-26
751,751,71.72,B,3.0,2.75,2.88,2026-05-26
752,752,35.36,E,0.0,0.0,2.75,2026-05-26
753,753,73.29,B,3.0,1.0,2.76,2026-05-26
754,754,58.56,C,2.0,1.25,2.74,2026-05-26
755,755,93.78,A,4.0,1.64,2.76,2026-05-26
756,756,57.8,C,2.0,1.69,2.75,2026-05-26
757,757,99.7,A,4.0,2.05,2.77,2026-05-26
758,758,55.2,C,2.0,2.0,2.76,2026-05-26
759,759,81.01,A-,3.7,2.68,2.77,2026-05-26
760,760,67.18,B-,2.7,2.69,2.77,2026-05-26
761,761,57.25,C,2.0,2.48,2.76,2026-05-26
762,762,88.74,A,4.0,2.83,2.78,2026-05-26
763,763,55.17,C,2.0,2.67,2.77,2026-05-26
764,764,71.97,B,3.0,3.0,3.0,2026-05-26
765,765,82.36,A-,3.7,3.4,3.4,2026-05-26
766,766,77.23,B+,3.3,3.37,3.37,2026-05-26
767,767,76.53,B+,3.3,3.35,3.35,2026-05-26
768,768,81.15,A-,3.7,3.42,3.42,2026-05-26
769,769,76.06,B+,3.3,3.4,3.4,2026-05-26
770,770,66.75,B-,2.7,3.3,3.3,2026-05-26
771,771,73.65,B,3.0,3.0,3.27,2026-05-26
772,772,60.27,C+,2.3,2.65,3.16,2026-05-26
773,773,58.39,C,2.0,2.43,3.05,2026-05-26
774,774,80.2,A-,3.7,2.75,3.11,2026-05-26
775,775,60.42,C+,2.3,2.66,3.04,2026-05-26
776,776,63.61,C+,2.3,2.3,2.97,2026-05-26
777,777,82.74,A-,3.7,2.9,3.02,2026-05-26
778,778,72.02,B,3.0,2.92,3.02,2026-05-26
779,779,58.59,C,2.0,2.69,2.96,2026-05-26
780,780,51.58,D,1.0,2.35,2.84,2026-05-26
781,781,73.86,B,3.0,2.46,2.85,2026-05-26
782,782,80.48,A-,3.7,3.7,2.9,2026-05-26
783,783,73.71,B,3.0,3.3,2.9,2026-05-26
784,784,48.36,D,1.0,2.61,2.82,2026-05-26
785,785,83.25,A-,3.7,2.86,2.85,2026-05-26
786,786,92.11,A,4.0,3.08,2.9,2026-05-26
787,787,60.72,C+,2.3,2.95,2.88,2026-05-26
788,788,71.2,B,3.0,2.96,2.88,2026-05-26
789,789,67.36,B-,2.7,2.7,2.88,2026-05-26
790,790,67.24,B-,2.7,2.7,2.87,2026-05-26
791,791,78.01,B+,3.3,2.9,2.88,2026-05-26
792,792,65.2,B-,2.7,2.85,2.88,2026-05-26
793,793,77.85,B+,3.3,2.94,2.89,2026-05-26
794,794,61.69,C+,2.3,2.86,2.88,2026-05-26
795,795,83.58,A-,3.7,3.7,2.91,2026-05-26
796,796,82.89,A-,3.7,3.7,2.94,2026-05-26
797,797,66.84,B-,2.7,3.4,2.93,2026-05-26
798,798,80.18,A-,3.7,3.47,2.95,2026-05-26
799,799,66.13,B-,2.7,3.33,2.94,2026-05-26
800,800,75.99,B+,3.3,3.32,2.95,2026-05-26
801,801,81.78,A-,3.7,3.7,2.97,2026-05-26
802,802,76.54,B+,3.3,3.5,2.98,2026-05-26
803,803,70.97,B,3.0,3.33,2.98,2026-05-26
804,804,70.5,B,3.0,3.23,2.98,2026-05-26
805,805,52.01,D,1.0,2.81,2.94,2026-05-26
806,806,77.79,B+,3.3,2.89,2.94,2026-05-26
807,807,83.95,A-,3.7,3.7,2.96,2026-05-26
808,808,70.27,B,3.0,3.3,2.96,2026-05-26
809,809,60.36,C+,2.3,3.0,2.95,2026-05-26
810,810,4.97,E,0.0,2.5,2.91,2026-05-26
811,811,68.95,B-,2.7,2.54,2.9,2026-05-26
812,812,68.58,B-,2.7,2.7,2.9,2026-05-26
813,813,1.93,E,0.0,1.62,2.86,2026-05-26
814,814,70.38,B,3.0,2.14,2.86,2026-05-26
815,815,56.44,C,2.0,2.1,2.85,2026-05-26
816,816,71.05,B,3.0,2.29,2.85,2026-05-26
817,817,77.6,B+,3.3,2.47,2.86,2026-05-26
818,818,83.15,A-,3.7,2.66,2.87,2026-05-26
819,819,72.38,B,3.0,3.0,3.0,2026-05-26
820,820,72.19,B,3.0,3.0,3.0,2026-05-26
821,821,77.2,B+,3.3,3.08,3.08,2026-05-26
822,822,89.06,A,4.0,3.33,3.33,2026-05-26
823,823,68.36,B-,2.7,3.19,3.19,2026-05-26
824,824,57.51,C,2.0,2.98,2.98,2026-05-26
825,825,77.47,B+,3.3,3.3,3.03,2026-05-26
826,826,56.52,C,2.0,2.56,2.86,2026-05-26
827,827,82.35,A-,3.7,2.9,2.95,2026-05-26
828,828,94.21,A,4.0,3.15,3.06,2026-05-26
829,829,95.31,A,4.0,3.31,3.14,2026-05-26
830,830,83.71,A-,3.7,3.37,3.19,2026-05-26
831,831,62.15,C+,2.3,2.3,3.12,2026-05-26
832,832,81.26,A-,3.7,3.0,3.16,2026-05-26
833,833,93.69,A,4.0,3.33,3.22,2026-05-26
834,834,71.52,B,3.0,3.25,3.2,2026-05-26
835,835,94.84,A,4.0,3.36,3.24,2026-05-26
836,836,66.19,B-,2.7,3.24,3.21,2026-05-26
837,837,89.4,A,4.0,3.39,3.26,2026-05-26
838,838,70.2,B,3.0,3.0,3.0,2026-05-26
839,839,83.28,A-,3.7,3.35,3.35,2026-05-26
840,840,71.46,B,3.0,3.23,3.23,2026-05-26
841,841,65.12,B-,2.7,3.1,3.1,2026-05-26
842,842,63.86,C+,2.3,2.94,2.94,2026-05-26
843,843,55.12,C,2.0,2.78,2.78,2026-05-26
844,844,58.42,C,2.0,2.0,2.67,2026-05-26
845,845,71.16,B,3.0,2.5,2.71,2026-05-26
846,846,67.41,B-,2.7,2.57,2.71,2026-05-26
847,847,45.08,D,1.0,2.18,2.54,2026-05-26
848,848,55.47,C,2.0,2.14,2.49,2026-05-26
849,849,75.54,B+,3.3,3.3,2.56,2026-05-26
850,850,85.42,A,4.0,3.58,2.63,2026-05-26
851,851,78.93,B+,3.3,3.47,2.68,2026-05-26
852,852,52.67,D,1.0,2.98,2.6,2026-05-26
853,853,57.56,C,2.0,2.75,2.57,2026-05-26
854,854,21.17,E,0.0,0.0,0.0,2026-05-26
855,855,98.12,A,4.0,2.0,2.0,2026-05-26
856,856,73.77,B,3.0,2.33,2.33,2026-05-26
857,857,47.46,D,1.0,2.0,2.0,2026-05-26
858,858,63.41,C+,2.3,2.04,2.04,2026-05-26
859,859,82.94,A-,3.7,3.7,2.34,2026-05-26
860,860,81.38,A-,3.7,3.7,2.6,2026-05-26
861,861,57.13,C,2.0,3.19,2.52,2026-05-26
862,862,78.28,B+,3.3,3.22,2.61,2026-05-26
863,863,41.71,E,0.0,2.61,2.35,2026-05-26
864,864,95.08,A,4.0,2.83,2.5,2026-05-26
865,865,76.01,B+,3.3,2.9,2.56,2026-05-26
866,866,81.87,A-,3.7,3.7,3.7,2026-05-26
867,867,58.38,C,2.0,2.85,2.85,2026-05-26
868,868,87.9,A,4.0,3.23,3.23,2026-05-26
869,869,82.15,A-,3.7,3.42,3.42,2026-05-26
870,870,67.48,B-,2.7,3.3,3.3,2026-05-26
871,871,72.71,B,3.0,3.0,3.26,2026-05-26
872,872,80.77,A-,3.7,3.35,3.31,2026-05-26
873,873,72.74,B,3.0,3.23,3.28,2026-05-26
874,874,56.41,C,2.0,2.93,3.15,2026-05-26
875,875,97.7,A,4.0,3.14,3.23,2026-05-26
876,876,73.17,B,3.0,3.0,3.21,2026-05-26
877,877,67.01,B-,2.7,2.85,3.17,2026-05-26
878,878,70.92,B,3.0,2.9,3.16,2026-05-26
879,879,55.05,C,2.0,2.68,3.08,2026-05-26
880,880,72.86,B,3.0,2.78,3.07,2026-05-26
881,881,76.15,B+,3.3,2.88,3.09,2026-05-26
882,882,75.69,B+,3.3,2.93,3.1,2026-05-26
883,883,82.14,A-,3.7,3.7,3.15,2026-05-26
884,884,77.48,B+,3.3,3.57,3.16,2026-05-26
885,885,94.63,A,4.0,3.7,3.21,2026-05-26
886,886,82.38,A-,3.7,3.7,3.23,2026-05-26
887,887,77.01,B+,3.3,3.64,3.23,2026-05-26
888,888,57.94,C,2.0,3.41,3.18,2026-05-26
889,889,99.9,A,4.0,4.0,3.21,2026-05-26
890,890,70.53,B,3.0,3.5,3.21,2026-05-26
891,891,81.8,A-,3.7,3.57,3.22,2026-05-26
892,892,75.15,B+,3.3,3.52,3.23,2026-05-26
893,893,73.85,B,3.0,3.41,3.22,2026-05-26
894,894,80.53,A-,3.7,3.46,3.23,2026-05-26
895,895,72.37,B,3.0,3.39,3.23,2026-05-26
896,896,78.27,B+,3.3,3.3,3.3,2026-05-26
897,897,22.75,E,0.0,1.65,1.65,2026-05-26
898,898,72.23,B,3.0,2.1,2.1,2026-05-26
899,899,85.67,A,4.0,2.45,2.45,2026-05-26
900,900,87.64,A,4.0,2.78,2.78,2026-05-26
901,901,92.83,A,4.0,2.99,2.99,2026-05-26
902,902,80.18,A-,3.7,3.1,3.1,2026-05-26
903,903,70.49,B,3.0,3.0,3.09,2026-05-26
904,904,65.76,B-,2.7,2.85,3.04,2026-05-26
905,905,83.67,A-,3.7,3.13,3.11,2026-05-26
906,906,81.28,A-,3.7,3.28,3.17,2026-05-26
907,907,73.02,B,3.0,3.24,3.16,2026-05-26
908,908,83.47,A-,3.7,3.7,3.2,2026-05-26
909,909,63.16,C+,2.3,3.0,3.13,2026-05-26
910,910,96.6,A,4.0,3.25,3.17,2026-05-26
911,911,61.62,C+,2.3,2.99,3.12,2026-05-26
912,912,83.26,A-,3.7,3.14,3.15,2026-05-26
913,913,83.34,A-,3.7,3.24,3.18,2026-05-26
914,914,85.2,A,4.0,4.0,3.23,2026-05-26
915,915,56.2,C,2.0,3.0,3.16,2026-05-26
916,916,73.57,B,3.0,3.0,3.16,2026-05-26
917,917,91.71,A,4.0,3.25,3.2,2026-05-26
918,918,78.27,B+,3.3,3.26,3.2,2026-05-26
919,919,66.88,B-,2.7,3.17,3.18,2026-05-26
920,920,80.56,A-,3.7,3.7,3.7,2026-05-26
921,921,71.62,B,3.0,3.47,3.47,2026-05-26
922,922,75.06,B+,3.3,3.41,3.41,2026-05-26
923,923,77.22,B+,3.3,3.38,3.38,2026-05-26
924,924,78.98,B+,3.3,3.37,3.37,2026-05-26
925,925,85.46,A,4.0,3.47,3.47,2026-05-26
926,926,91.8,A,4.0,3.55,3.55,2026-05-26
927,927,86.3,A,4.0,4.0,3.6,2026-05-26
928,928,78.85,B+,3.3,3.65,3.57,2026-05-26
929,929,78.49,B+,3.3,3.53,3.54,2026-05-26
930,930,80.31,A-,3.7,3.58,3.56,2026-05-26
931,931,80.56,A-,3.7,3.61,3.57,2026-05-26
932,932,76.83,B+,3.3,3.3,3.55,2026-05-26
933,933,76.54,B+,3.3,3.3,3.53,2026-05-26
934,934,95.09,A,4.0,3.47,3.56,2026-05-26
935,935,82.43,A-,3.7,3.54,3.56,2026-05-26
936,936,56.74,C,2.0,3.21,3.47,2026-05-26
937,937,85.8,A,4.0,4.0,3.49,2026-05-26
938,938,80.53,A-,3.7,3.82,3.5,2026-05-26
939,939,71.49,B,3.0,3.51,3.48,2026-05-26
940,940,77.02,B+,3.3,3.45,3.47,2026-05-26
941,941,97.67,A,4.0,3.54,3.49,2026-05-26
942,942,70.88,B,3.0,3.0,3.46,2026-05-26
